"Gene"	"GC_content"	"Mean_transcript_length"
"52984"	"Tulp3"	46.91	1935.83333333333
"52985"	"Tulp4"	44.35	3123.66666666667
"52986"	"Tunar"	49.65	3125.66666666667
"52987"	"Tusc1"	62.66	1374
"52988"	"Tusc2"	53.36	792.333333333333
"52989"	"Tusc3"	39.2	1471.16666666667
"52990"	"Tut1"	46.36	1736
"52991"	"Tut4"	36.93	1978.09090909091
"52992"	"Tut7"	44.03	2430.5
"52993"	"Tvp23a"	47.97	1294
"52994"	"Tvp23b"	45.05	880.75
"52995"	"Tvp23bos"	47.89	1011
"52996"	"Twf1"	43.36	1127.75
"52997"	"Twf2"	52.18	1020.22222222222
"52998"	"Twist1"	58.68	1628
"52999"	"Twist2"	49.12	1927
"53000"	"Twistnb"	38.91	1495.25
"53001"	"Twnk"	52.38	2841.5
"53002"	"Twsg1"	45.13	1673.5
"53003"	"Txk"	43.62	2911.625
"53004"	"Txlna"	49.73	2511.28571428571
"53005"	"Txlnb"	40.97	3104
"53006"	"Txlng"	41.18	3190.66666666667
"53007"	"Txn-ps1"	47.57	309
"53008"	"Txn1"	46.2	1051
"53009"	"Txn2"	50.39	1024.14285714286
"53010"	"Txndc11"	43.25	1901.33333333333
"53011"	"Txndc12"	43.74	871.333333333333
"53012"	"Txndc15"	48.04	2407.5
"53013"	"Txndc16"	41.24	2286
"53014"	"Txndc17"	40.95	780
"53015"	"Txndc2"	46.14	1824.5
"53016"	"Txndc5"	48.8	2707.25
"53017"	"Txndc8"	42.06	491
"53018"	"Txndc9"	43.92	1889.875
"53019"	"Txnip"	46.65	1288.66666666667
"53020"	"Txnl1"	39.46	1411.5
"53021"	"Txnl4a"	48.13	1368.75
"53022"	"Txnl4b"	46.81	1360
"53023"	"Txnrd1"	46.4	2272.75
"53024"	"Txnrd2"	49.71	1215.3125
"53025"	"Txnrd3"	47.25	2665
"53026"	"Tyk2"	50.63	3602
"53027"	"Tymp"	55.8	2037
"53028"	"Tyms"	42.82	1501
"53029"	"Tyms-ps"	48.74	915
"53030"	"Tyr"	34.74	2963.66666666667
"53031"	"Tyro3"	52.76	1846.875
"53032"	"Tyrobp"	48.51	578.666666666667
"53033"	"Tyrp1"	39.02	1731.25
"53034"	"Tysnd1"	54.19	924.75
"53035"	"Tyw1"	47.02	2595
"53036"	"Tyw3"	47.02	2468.75
"53037"	"Tyw5"	39.37	944.2
"53038"	"U2af1"	48.46	760.222222222222
"53039"	"U2af1l4"	53.56	604.088235294118
"53040"	"U2af2"	48.02	1405.33333333333
"53041"	"U2surp"	37.66	2854.33333333333
"53042"	"U90926"	43.29	481.333333333333
"53043"	"Uaca"	45.32	3605.6
"53044"	"Uap1"	42.24	1274.88888888889
"53045"	"Uap1l1"	54.66	1126.5
"53046"	"Uba1"	46.94	1844
"53047"	"Uba1y"	43.73	3711
"53048"	"Uba1y-ps1"	44.37	1708
"53049"	"Uba1y-ps2"	42.6	2544
"53050"	"Uba2"	44.16	1019.44444444444
"53051"	"Uba3"	38.21	1895
"53052"	"Uba5"	43.69	1942.6
"53053"	"Uba52"	56.91	602.25
"53054"	"Uba52-ps"	55.67	379
"53055"	"Uba6"	34.68	4757
"53056"	"Uba7"	54.51	1843.13333333333
"53057"	"Ubac1"	47.15	764.444444444444
"53058"	"Ubac2"	45.12	988
"53059"	"Ubald1"	56.81	3300
"53060"	"Ubald2"	56.5	912.5
"53061"	"Ubap1"	43.46	1475.4
"53062"	"Ubap1l"	47.78	908.666666666667
"53063"	"Ubap2"	43.06	1489.75
"53064"	"Ubap2l"	39.25	2176.13043478261
"53065"	"Ubash3a"	48.26	1970.66666666667
"53066"	"Ubash3b"	46.87	1708.33333333333
"53067"	"Ubb"	52.23	1194.5
"53068"	"Ubc"	55.76	1964
"53069"	"Ubd"	41.11	931
"53070"	"Ube2a"	41.6	810.888888888889
"53071"	"Ube2b"	43.86	825.25
"53072"	"Ube2c"	50.81	1579
"53073"	"Ube2cbp"	40.92	1457
"53074"	"Ube2d-ps"	45.55	1119.8
"53075"	"Ube2d1"	44.28	1693
"53076"	"Ube2d2a"	40.24	1977.6
"53077"	"Ube2d2b"	45.77	1678
"53078"	"Ube2d3"	37.56	2484.25
"53079"	"Ube2d4"	51.23	406
"53080"	"Ube2dnl1"	45.7	743
"53081"	"Ube2dnl2"	46.29	743
"53082"	"Ube2e1"	42.95	1116.4
"53083"	"Ube2e2"	40.88	770.642857142857
"53084"	"Ube2e3"	38.71	1014.14285714286
"53085"	"Ube2f"	43.45	1376.72727272727
"53086"	"Ube2g1"	38.39	3071.66666666667
"53087"	"Ube2g2"	48.59	749.8
"53088"	"Ube2h"	43.4	1763.75
"53089"	"Ube2i"	51.37	947.071428571429
"53090"	"Ube2j1"	42.36	2460.66666666667
"53091"	"Ube2j2"	46.51	1280.15384615385
"53092"	"Ube2k"	39.86	2353.3
"53093"	"Ube2l3"	43.87	1426.875
"53094"	"Ube2l3-ps1"	45.18	436
"53095"	"Ube2l6"	48.11	899.75
"53096"	"Ube2m"	56.24	881.25
"53097"	"Ube2n"	40.77	1211.66666666667
"53098"	"Ube2n-ps1"	45.75	459
"53099"	"Ube2nl"	44.3	456
"53100"	"Ube2o"	51	3072
"53101"	"Ube2q1"	50.26	2762.33333333333
"53102"	"Ube2q2"	40.28	2052.5
"53103"	"Ube2ql1"	48.03	2674
"53104"	"Ube2r2"	43.31	1736
"53105"	"Ube2s"	45.46	1462.6
"53106"	"Ube2t"	41.99	1327.8
"53107"	"Ube2u"	42.11	1486
"53108"	"Ube2uos"	41.47	608
"53109"	"Ube2v1"	52.42	1077.83333333333
"53110"	"Ube2v2"	39.06	1742.66666666667
"53111"	"Ube2w"	40.76	1010.85714285714
"53112"	"Ube2z"	45.02	3997
"53113"	"Ube3a"	33.9	2171.5
"53114"	"Ube3b"	53.09	3072.8
"53115"	"Ube3c"	40.01	2790.2
"53116"	"Ube4a"	43.34	2103.54545454545
"53117"	"Ube4b"	47.25	2102.42857142857
"53118"	"Ube4bos1"	46.82	1756.5
"53119"	"Ube4bos2"	55.06	317
"53120"	"Ube4bos3"	50.83	756
"53121"	"Ubfd1"	44.91	2471.8
"53122"	"Ubiad1"	50	1784
"53123"	"Ubl3"	42.33	2000.85714285714
"53124"	"Ubl4a"	50.47	1163.71428571429
"53125"	"Ubl4b"	52.85	1387
"53126"	"Ubl5"	50.18	875.7
"53127"	"Ubl7"	43.62	810.166666666667
"53128"	"Ublcp1"	41.7	935.833333333333
"53129"	"Ubn1"	42.82	3359.71428571429
"53130"	"Ubn2"	40.11	4090.66666666667
"53131"	"Ubox5"	44.79	3431
"53132"	"Ubp1"	43.42	2832.85714285714
"53133"	"Ubqln1"	43.1	2368.5
"53134"	"Ubqln2"	50.36	3344
"53135"	"Ubqln3"	50.24	2376
"53136"	"Ubqln4"	50.34	1306.4
"53137"	"Ubqln5"	53.52	1915
"53138"	"Ubqlnl"	47.95	2298
"53139"	"Ubr1"	39.43	1962.28571428571
"53140"	"Ubr2"	46.87	3205.125
"53141"	"Ubr3"	38.47	2481.3
"53142"	"Ubr4"	49.26	4020.83333333333
"53143"	"Ubr5"	40.96	2323.85714285714
"53144"	"Ubr7"	43.82	3261
"53145"	"Ubtd1"	49.1	1011
"53146"	"Ubtd2"	40.48	1012
"53147"	"Ubtf"	57.78	2605.30769230769
"53148"	"Ubtfl1"	39.03	2906
"53149"	"Ubxn1"	49.95	1574.5
"53150"	"Ubxn10"	50.13	2402.6
"53151"	"Ubxn11"	53.35	976.75
"53152"	"Ubxn2a"	41.54	1935.66666666667
"53153"	"Ubxn2b"	40.75	6642
"53154"	"Ubxn4"	40.77	1497.5
"53155"	"Ubxn6"	52.39	1787.57142857143
"53156"	"Ubxn7"	40.29	4400.75
"53157"	"Ubxn8"	45.09	1652.5
"53158"	"Uchl1"	48.03	719
"53159"	"Uchl1os"	44.01	1095
"53160"	"Uchl3"	39.17	1355.8
"53161"	"Uchl4"	40.96	1162
"53162"	"Uchl5"	36.12	919
"53163"	"Uck1"	55.8	1042.2
"53164"	"Uck2"	49.63	1319.71428571429
"53165"	"Uckl1"	51.79	850.411764705882
"53166"	"Uckl1os"	52.8	792.571428571429
"53167"	"Ucma"	47.76	674.4
"53168"	"Ucn"	65.45	501.5
"53169"	"Ucn2"	50.22	1155
"53170"	"Ucn3"	46.68	1478
"53171"	"Ucp1"	43.07	1636
"53172"	"Ucp2"	54.21	1132.27272727273
"53173"	"Ucp3"	50.67	1863
"53174"	"Uevld"	43.21	2346.33333333333
"53175"	"Ufc1"	46.8	1065.4
"53176"	"Ufd1"	45.1	933.727272727273
"53177"	"Ufl1"	37.84	3205
"53178"	"Ufm1"	42.59	1397
"53179"	"Ufsp1"	56.51	719.5
"53180"	"Ufsp2"	39.64	1022.88888888889
"53181"	"Ugcg"	42.62	1526.5
"53182"	"Ugdh"	44.19	2445.5
"53183"	"Uggt1"	43.71	2417
"53184"	"Uggt2"	40.43	1820.35714285714
"53185"	"Ugp2"	39.6	1444.75
"53186"	"Ugt1a1"	43.81	2224
"53187"	"Ugt1a10"	42.4	1197.33333333333
"53188"	"Ugt1a2"	44.15	2211
"53189"	"Ugt1a5"	42.44	2203
"53190"	"Ugt1a6a"	42.59	2128
"53191"	"Ugt1a6b"	42.63	2276
"53192"	"Ugt1a7c"	42.68	2014.5
"53193"	"Ugt1a8"	42.71	2227
"53194"	"Ugt1a9"	42.46	2190
"53195"	"Ugt2a1"	36.09	2570
"53196"	"Ugt2a2"	36.43	1734
"53197"	"Ugt2a3"	35.51	2117
"53198"	"Ugt2b1"	34.8	2573
"53199"	"Ugt2b34"	38.16	3681.5
"53200"	"Ugt2b35"	34.67	3359
"53201"	"Ugt2b36"	36.48	1067.25
"53202"	"Ugt2b37"	36.05	1894
"53203"	"Ugt2b38"	36.41	1891
"53204"	"Ugt2b5"	35.78	1858
"53205"	"Ugt3a1"	39.23	833.6
"53206"	"Ugt3a2"	39.21	2025.5
"53207"	"Ugt8a"	37.89	2932.33333333333
"53208"	"Uhmk1"	41.95	7771.66666666667
"53209"	"Uhrf1"	52.44	2254.42857142857
"53210"	"Uhrf1bp1"	49.39	2250
"53211"	"Uhrf1bp1l"	41.5	2257.25
"53212"	"Uhrf2"	39.14	1714.66666666667
"53213"	"Uimc1"	40.35	1980.14285714286
"53214"	"Ulbp1"	42.56	2490
"53215"	"Ulk1"	52.31	1297.36363636364
"53216"	"Ulk2"	39.55	3214
"53217"	"Ulk3"	54.7	916.285714285714
"53218"	"Ulk4"	48.89	2695.3
"53219"	"Umad1"	39.54	1480.75
"53220"	"Umod"	44.97	1247.16666666667
"53221"	"Umodl1"	49.47	4213
"53222"	"Umpk-ps"	52.96	827
"53223"	"Umps"	44.42	3383.5
"53224"	"Unc119"	56.47	1048.85714285714
"53225"	"Unc119b"	52.05	1933.33333333333
"53226"	"Unc13a"	54.18	2803.75
"53227"	"Unc13b"	41.93	3467.8
"53228"	"Unc13c"	40.41	7714.5
"53229"	"Unc13d"	54.79	2373.66666666667
"53230"	"Unc45a"	51.94	1925.25
"53231"	"Unc45b"	51.4	2440
"53232"	"Unc45bos"	59.29	1306
"53233"	"Unc50"	46.78	910.857142857143
"53234"	"Unc5a"	54.7	1962.8
"53235"	"Unc5b"	53.99	5078.33333333333
"53236"	"Unc5c"	38.14	3913.75
"53237"	"Unc5cl"	47.45	1350.5
"53238"	"Unc5d"	40.11	4370.4
"53239"	"Unc79"	42.82	4453.33333333333
"53240"	"Unc80"	39.64	4695.66666666667
"53241"	"Unc93a"	48.54	2745
"53242"	"Unc93a2"	48.61	1960
"53243"	"Unc93b1"	48.75	1179
"53244"	"Uncx"	60.33	1847
"53245"	"Ung"	53.54	1725.66666666667
"53246"	"Unk"	49.31	1962.14285714286
"53247"	"Unkl"	49.74	2257
"53248"	"Uox"	44.08	1303.33333333333
"53249"	"Upb1"	46.17	1711.6
"53250"	"Upf1"	53.91	4568
"53251"	"Upf2"	39.1	2848
"53252"	"Upf3a"	46.68	2295.33333333333
"53253"	"Upf3b"	41.08	1892.33333333333
"53254"	"Upk1a"	50.56	1421
"53255"	"Upk1b"	44.03	1176.5
"53256"	"Upk2"	55.44	1083
"53257"	"Upk3a"	53.19	1093
"53258"	"Upk3b"	52.4	3530
"53259"	"Upk3bl"	50.35	873.666666666667
"53260"	"Upp1"	46.06	779.333333333333
"53261"	"Upp2"	42.97	1498.9
"53262"	"Uprt"	39.6	2304
"53263"	"Uqcc1"	45.98	1269.63157894737
"53264"	"Uqcc2"	53.45	507.25
"53265"	"Uqcc3"	53.19	821
"53266"	"Uqcr10"	47.72	444.333333333333
"53267"	"Uqcr11"	52.35	523.333333333333
"53268"	"Uqcrb"	40.15	550
"53269"	"Uqcrc1"	48.76	921.625
"53270"	"Uqcrc2"	40.97	846.5
"53271"	"Uqcrfs1"	41.46	1363
"53272"	"Uqcrh"	42.7	550.4
"53273"	"Uqcrh-ps1"	52.24	268
"53274"	"Uqcrh-ps2"	50.56	269
"53275"	"Uqcrq"	48.66	701.25
"53276"	"Urad"	49.94	766
"53277"	"Urah"	52.59	672
"53278"	"Urb1"	48.38	2443
"53279"	"Urb2"	44.44	5963
"53280"	"Urgcp"	45.8	4119.66666666667
"53281"	"Uri1"	40.4	1643.57142857143
"53282"	"Urm1"	48.61	1136.83333333333
"53283"	"Uroc1"	49.61	3416
"53284"	"Urod"	49.36	660.4
"53285"	"Uros"	48.77	1027.9
"53286"	"Usb1"	48.31	914.6
"53287"	"Use1"	54.63	805.666666666667
"53288"	"Usf1"	51.49	1024.4
"53289"	"Usf2"	52.92	972
"53290"	"Usf2-ps1"	57.71	311
"53291"	"Usf3"	43.5	6693.75
"53292"	"Ush1c"	51.46	1887.7
"53293"	"Ush1g"	56.29	3306
"53294"	"Ush2a"	41.92	5017.8
"53295"	"Ushbp1"	51.17	2419.2
"53296"	"Uso1"	42.19	2862.4
"53297"	"Usp1"	40.7	1991.75
"53298"	"Usp10"	49	1421.69230769231
"53299"	"Usp11"	44.13	2802.75
"53300"	"Usp12"	46.94	2928
"53301"	"Usp13"	44.98	3179.5
"53302"	"Usp14"	38.99	1361.2
"53303"	"Usp15"	40.07	2898.63636363636
"53304"	"Usp16"	42	1812.5
"53305"	"Usp17la"	45.26	2656
"53306"	"Usp17lb"	48.53	1482.5
"53307"	"Usp17lc"	45.91	2050
"53308"	"Usp17ld"	49.08	1987
"53309"	"Usp17le"	44.56	1755.5
"53310"	"Usp17le-ps"	49.11	957
"53311"	"Usp18"	44.8	885
"53312"	"Usp19"	54.77	2149.6875
"53313"	"Usp2"	52.31	1626
"53314"	"Usp20"	51.76	1481
"53315"	"Usp21"	53.29	1471.91666666667
"53316"	"Usp22"	48.33	1486
"53317"	"Usp24"	41.57	6184.25
"53318"	"Usp25"	39.3	2331.6
"53319"	"Usp26"	39.27	4126.5
"53320"	"Usp27x"	50.3	3929.33333333333
"53321"	"Usp28"	44.67	1483.1
"53322"	"Usp29"	43.24	3263.75
"53323"	"Usp3"	39.91	1791.90909090909
"53324"	"Usp30"	50.27	1248.57142857143
"53325"	"Usp31"	41.21	5331
"53326"	"Usp32"	39.1	1565.88888888889
"53327"	"Usp33"	42.49	2067.18181818182
"53328"	"Usp34"	37.56	4301.875
"53329"	"Usp35"	53.12	2239
"53330"	"Usp36"	51.25	3583.83333333333
"53331"	"Usp37"	40.08	3022.28571428571
"53332"	"Usp38"	41.43	3631.5
"53333"	"Usp39"	45	1232
"53334"	"Usp4"	46.11	1894
"53335"	"Usp40"	41.52	2915.44444444444
"53336"	"Usp42"	46.2	2285.6
"53337"	"Usp43"	45.6	2787.75
"53338"	"Usp44"	45.04	2697.5
"53339"	"Usp45"	40.56	2983
"53340"	"Usp46"	45.06	2403.33333333333
"53341"	"Usp46os1"	43.7	508
"53342"	"Usp46os2"	45.19	662
"53343"	"Usp47"	38.52	4460.16666666667
"53344"	"Usp48"	45.93	1644.3125
"53345"	"Usp49"	44.46	2679.75
"53346"	"Usp5"	50.43	1248.33333333333
"53347"	"Usp50"	42.6	1296.4
"53348"	"Usp51"	50.85	2204
"53349"	"Usp53"	38.93	2276.7
"53350"	"Usp54"	40.9	3828.8
"53351"	"Usp6nl"	43.26	3302.5
"53352"	"Usp7"	46.16	1892.08333333333
"53353"	"Usp8"	41.18	3920.66666666667
"53354"	"Usp9x"	37.19	3333.85714285714
"53355"	"Usp9y"	36.39	8094
"53356"	"Uspl1"	43.68	2939.58333333333
"53357"	"Ust"	43.32	3949
"53358"	"Utf1"	63.44	1227
"53359"	"Utp11"	44.25	2805.5
"53360"	"Utp14a"	43.35	1819.33333333333
"53361"	"Utp14b"	43.61	5539
"53362"	"Utp14b-ps1"	43.22	2265
"53363"	"Utp15"	42.14	2360.66666666667
"53364"	"Utp18"	40.66	2158
"53365"	"Utp20"	43.7	1865.57142857143
"53366"	"Utp23"	43.43	1255.5
"53367"	"Utp25"	46.1	1638
"53368"	"Utp3"	50.28	1629
"53369"	"Utp4"	46.05	1906
"53370"	"Utp6"	43.67	1848
"53371"	"Utrn"	41.39	3548.92307692308
"53372"	"Uts2"	49.92	538
"53373"	"Uts2b"	37.83	835
"53374"	"Uts2r"	57.78	1703
"53375"	"Uty"	36.93	2967.75
"53376"	"Uvrag"	44.77	2099.25
"53377"	"Uvssa"	47.39	6237.75
"53378"	"Uxs1"	43.18	1242.5
"53379"	"Uxt"	42.12	614.333333333333
"53380"	"V1ra8"	39.99	3081
"53381"	"V1rd19"	36.5	1713
"53382"	"V1rg10"	38.74	937
"53383"	"Vac14"	49.79	3157.66666666667
"53384"	"Vamp1"	49.06	2443
"53385"	"Vamp2"	54.99	1079.4
"53386"	"Vamp3"	42.89	1121.66666666667
"53387"	"Vamp4"	40.32	1398.25
"53388"	"Vamp5"	48.69	1265
"53389"	"Vamp7"	36.15	2534
"53390"	"Vamp7-ps"	43.97	655
"53391"	"Vamp8"	49.84	1448
"53392"	"Vamp9"	43.72	683.8
"53393"	"Vangl1"	47.33	1789.75
"53394"	"Vangl2"	51.43	2832.66666666667
"53395"	"Vapa"	39.17	2174
"53396"	"Vapb"	49.53	3779.5
"53397"	"Vars"	53.96	1388.23076923077
"53398"	"Vars2"	55.64	1501.08333333333
"53399"	"Vash1"	53.5	2599
"53400"	"Vash2"	50.47	2844.66666666667
"53401"	"Vasn"	54.8	1594
"53402"	"Vasp"	53.6	943.5
"53403"	"Vat1"	53.7	2766
"53404"	"Vat1l"	43.89	2207.75
"53405"	"Vaultrc5"	53.85	143
"53406"	"Vav1"	48	2053.4
"53407"	"Vav2"	51.41	1952.85714285714
"53408"	"Vav3"	40.4	2016.5
"53409"	"Vax1"	57.52	647
"53410"	"Vax2"	47.36	1242
"53411"	"Vax2os"	50.7	1673.25
"53412"	"Vbp1"	36.07	952.333333333333
"53413"	"Vcam1"	39.91	2709.5
"53414"	"Vcan"	38.53	3885.44444444444
"53415"	"Vcl"	40.63	3215.66666666667
"53416"	"Vcp"	43.61	1214.8
"53417"	"Vcp-rs"	48.46	2406
"53418"	"Vcpip1"	37.45	9749
"53419"	"Vcpkmt"	43.83	1363.4
"53420"	"Vdac1"	47.4	1020.2
"53421"	"Vdac2"	45.6	1004.9
"53422"	"Vdac3"	40.76	1867
"53423"	"Vdac3-ps1"	44.2	853
"53424"	"Vdr"	49.95	1175.5
"53425"	"Vegfa"	54.83	1230.46153846154
"53426"	"Vegfb"	52.5	966.333333333333
"53427"	"Vegfc"	37.22	1168.33333333333
"53428"	"Vegfd"	41.39	1483.5
"53429"	"Veph1"	41.33	3047.66666666667
"53430"	"Vezf1"	44.01	4249
"53431"	"Vezt"	41.91	2957
"53432"	"Vgf"	57.36	2061.25
"53433"	"Vgll1"	42.6	1560.25
"53434"	"Vgll2"	49.41	1308
"53435"	"Vgll3"	38.23	3412.66666666667
"53436"	"Vgll4"	48.35	1366.42857142857
"53437"	"Vhl"	47.32	1021.75
"53438"	"Vhl-ps1"	55.28	597
"53439"	"Vil1"	49.55	1233.5
"53440"	"Vill"	53.86	1425.2
"53441"	"Vim"	43.54	1488.5
"53442"	"Vinac1"	44.83	4242
"53443"	"Vip"	37.62	2031
"53444"	"Vipas39"	43.63	1842.66666666667
"53445"	"Vipr1"	52.94	1361.8
"53446"	"Vipr2"	44.18	1231.5
"53447"	"Virma"	41.05	5677
"53448"	"Vis1"	42.29	201
"53449"	"Vit"	45.17	1599.5
"53450"	"Vkorc1"	49.82	580.333333333333
"53451"	"Vkorc1l1"	41.72	1965.4
"53452"	"Vldlr"	43.62	3121.625
"53453"	"Vma21"	39.56	3231.4
"53454"	"Vma21-ps"	43.79	306
"53455"	"Vmac"	55.81	1226.75
"53456"	"Vmn1r-ps1"	43.8	573
"53457"	"Vmn1r-ps10"	38.13	889
"53458"	"Vmn1r-ps100"	38.52	867
"53459"	"Vmn1r-ps101"	37.36	265
"53460"	"Vmn1r-ps102"	41.87	886
"53461"	"Vmn1r-ps103"	43.67	893
"53462"	"Vmn1r-ps104"	40.6	771
"53463"	"Vmn1r-ps106"	43.6	824
"53464"	"Vmn1r-ps107"	39.59	581
"53465"	"Vmn1r-ps108"	45.21	365
"53466"	"Vmn1r-ps109"	41.38	725
"53467"	"Vmn1r-ps11"	39.86	853
"53468"	"Vmn1r-ps110"	41.59	1094
"53469"	"Vmn1r-ps111"	39.62	997
"53470"	"Vmn1r-ps112"	44.49	544
"53471"	"Vmn1r-ps113"	40.78	1106
"53472"	"Vmn1r-ps114"	39.33	1040
"53473"	"Vmn1r-ps116"	34.59	292
"53474"	"Vmn1r-ps117"	39.02	605
"53475"	"Vmn1r-ps12"	40.84	502
"53476"	"Vmn1r-ps120"	39.47	377
"53477"	"Vmn1r-ps123"	44.73	237
"53478"	"Vmn1r-ps125"	37.59	290
"53479"	"Vmn1r-ps126"	40.82	926
"53480"	"Vmn1r-ps127"	42.47	478
"53481"	"Vmn1r-ps128"	43.47	1080
"53482"	"Vmn1r-ps13"	41.04	134
"53483"	"Vmn1r-ps131"	38.8	250
"53484"	"Vmn1r-ps132"	41.48	892
"53485"	"Vmn1r-ps133"	45.45	330
"53486"	"Vmn1r-ps135"	43.36	595
"53487"	"Vmn1r-ps136"	39.01	382
"53488"	"Vmn1r-ps137"	38.17	799
"53489"	"Vmn1r-ps139"	39.25	800
"53490"	"Vmn1r-ps14"	38.82	2182.5
"53491"	"Vmn1r-ps140"	34.97	5383
"53492"	"Vmn1r-ps141"	36.39	753
"53493"	"Vmn1r-ps142"	37.21	852
"53494"	"Vmn1r-ps143"	35.1	604
"53495"	"Vmn1r-ps144"	38.05	3505.33333333333
"53496"	"Vmn1r-ps145"	37.03	424
"53497"	"Vmn1r-ps146"	38.29	525
"53498"	"Vmn1r-ps147"	39.33	658
"53499"	"Vmn1r-ps148"	37.36	455
"53500"	"Vmn1r-ps149"	37.7	183
"53501"	"Vmn1r-ps15"	35.63	2770
"53502"	"Vmn1r-ps150"	37.77	736
"53503"	"Vmn1r-ps151"	38.8	982
"53504"	"Vmn1r-ps152"	37.63	699
"53505"	"Vmn1r-ps16"	43.81	105
"53506"	"Vmn1r-ps17"	39.49	894
"53507"	"Vmn1r-ps18"	42.39	876
"53508"	"Vmn1r-ps19"	38.98	926
"53509"	"Vmn1r-ps2"	38.73	834
"53510"	"Vmn1r-ps20"	40.87	915
"53511"	"Vmn1r-ps21"	37.95	925
"53512"	"Vmn1r-ps22"	38.44	900
"53513"	"Vmn1r-ps23"	38.98	295
"53514"	"Vmn1r-ps24"	36.01	1902.4
"53515"	"Vmn1r-ps25"	44.68	799
"53516"	"Vmn1r-ps26"	39.76	840
"53517"	"Vmn1r-ps27"	38.34	2130.5
"53518"	"Vmn1r-ps28"	40.34	942
"53519"	"Vmn1r-ps29"	40.31	785
"53520"	"Vmn1r-ps3"	37.62	917
"53521"	"Vmn1r-ps31"	37.39	238
"53522"	"Vmn1r-ps32"	39.16	2643.33333333333
"53523"	"Vmn1r-ps34"	43.48	943
"53524"	"Vmn1r-ps40"	43.73	343
"53525"	"Vmn1r-ps45"	42.41	955
"53526"	"Vmn1r-ps46"	41.73	949
"53527"	"Vmn1r-ps47"	36.9	2373.66666666667
"53528"	"Vmn1r-ps48"	39.39	886
"53529"	"Vmn1r-ps49"	39.02	879
"53530"	"Vmn1r-ps5"	39.96	931
"53531"	"Vmn1r-ps50"	37.97	453
"53532"	"Vmn1r-ps51"	41.25	320
"53533"	"Vmn1r-ps52"	38.17	862
"53534"	"Vmn1r-ps53"	36.88	922
"53535"	"Vmn1r-ps55"	39.29	392
"53536"	"Vmn1r-ps56"	36.79	965
"53537"	"Vmn1r-ps57"	34.38	288
"53538"	"Vmn1r-ps58"	40.24	840
"53539"	"Vmn1r-ps59"	35.18	199
"53540"	"Vmn1r-ps6"	36.04	534.5
"53541"	"Vmn1r-ps60"	40.4	852
"53542"	"Vmn1r-ps61"	38.2	822
"53543"	"Vmn1r-ps62"	38.76	910
"53544"	"Vmn1r-ps63"	38.42	989
"53545"	"Vmn1r-ps64"	40.31	655
"53546"	"Vmn1r-ps65"	39.33	951
"53547"	"Vmn1r-ps66"	41.5	612
"53548"	"Vmn1r-ps67"	41.24	691
"53549"	"Vmn1r-ps68"	39.35	399
"53550"	"Vmn1r-ps69"	44.28	201
"53551"	"Vmn1r-ps7"	38.69	928
"53552"	"Vmn1r-ps70"	41.64	963
"53553"	"Vmn1r-ps71"	42.86	924
"53554"	"Vmn1r-ps73"	41.56	960
"53555"	"Vmn1r-ps74"	40	570
"53556"	"Vmn1r-ps75"	42.5	920
"53557"	"Vmn1r-ps76"	42.86	924
"53558"	"Vmn1r-ps77"	42.35	921
"53559"	"Vmn1r-ps78"	42.86	924
"53560"	"Vmn1r-ps79"	41.64	963
"53561"	"Vmn1r-ps8"	40.33	838
"53562"	"Vmn1r-ps80"	42.44	966
"53563"	"Vmn1r-ps83"	43.97	705
"53564"	"Vmn1r-ps84"	41.28	923
"53565"	"Vmn1r-ps85"	39.89	890
"53566"	"Vmn1r-ps86"	30.9	547
"53567"	"Vmn1r-ps9"	41.49	629
"53568"	"Vmn1r-ps92"	40.43	517
"53569"	"Vmn1r-ps93"	40.05	432
"53570"	"Vmn1r-ps94"	44.54	458
"53571"	"Vmn1r-ps95"	42.08	903
"53572"	"Vmn1r-ps96"	38.13	299
"53573"	"Vmn1r-ps97"	43.78	603
"53574"	"Vmn1r-ps99"	42.17	766
"53575"	"Vmn1r1"	41.62	2780.33333333333
"53576"	"Vmn1r10"	31.53	1510
"53577"	"Vmn1r100"	42.75	924
"53578"	"Vmn1r101"	43.51	924
"53579"	"Vmn1r103"	42.27	918
"53580"	"Vmn1r104"	42.86	924
"53581"	"Vmn1r107"	42.97	924
"53582"	"Vmn1r11"	33.17	1932.66666666667
"53583"	"Vmn1r111"	42.78	921
"53584"	"Vmn1r112"	42.51	894
"53585"	"Vmn1r113"	43.18	909
"53586"	"Vmn1r114"	41.51	966
"53587"	"Vmn1r115"	41.89	888
"53588"	"Vmn1r116"	42.86	924
"53589"	"Vmn1r117"	42.97	924
"53590"	"Vmn1r118"	43	921
"53591"	"Vmn1r119"	42.64	924
"53592"	"Vmn1r12"	38.32	4684.33333333333
"53593"	"Vmn1r120"	41.83	918
"53594"	"Vmn1r121"	41.48	945
"53595"	"Vmn1r122"	41.72	918
"53596"	"Vmn1r123"	42.75	924
"53597"	"Vmn1r124"	42.53	924
"53598"	"Vmn1r125"	42.75	924
"53599"	"Vmn1r126"	41.3	966
"53600"	"Vmn1r127"	42.16	918
"53601"	"Vmn1r128"	42.42	924
"53602"	"Vmn1r129"	43.18	924
"53603"	"Vmn1r13"	37.56	4124.25
"53604"	"Vmn1r130"	43.07	924
"53605"	"Vmn1r131"	42.78	921
