"Gene"	"GC_content"	"Mean_transcript_length"
"36520"	"VN1R17P"	40.37	1090
"36521"	"VN1R2"	43.32	793
"36522"	"VN1R20P"	47.41	966
"36523"	"VN1R21P"	47.71	765
"36524"	"VN1R25P"	42.55	738
"36525"	"VN1R28P"	44.98	896
"36526"	"VN1R3"	46.79	919
"36527"	"VN1R31P"	40.27	730
"36528"	"VN1R32P"	44.75	905
"36529"	"VN1R33P"	45.66	887
"36530"	"VN1R34P"	44.39	883
"36531"	"VN1R35P"	45.45	693
"36532"	"VN1R36P"	36.77	291
"36533"	"VN1R37P"	43.58	748
"36534"	"VN1R38P"	45.32	887
"36535"	"VN1R4"	48	1048
"36536"	"VN1R40P"	40.91	941
"36537"	"VN1R42P"	38.37	344
"36538"	"VN1R46P"	47.88	850
"36539"	"VN1R48P"	40.93	1036
"36540"	"VN1R5"	41.4	1156.5
"36541"	"VN1R51P"	41.27	945
"36542"	"VN1R53P"	41.07	957
"36543"	"VN1R54P"	40.71	1049
"36544"	"VN1R64P"	47.37	933
"36545"	"VN1R65P"	45.54	808
"36546"	"VN1R66P"	45.31	916
"36547"	"VN1R67P"	46.33	913
"36548"	"VN1R68P"	47.98	719
"36549"	"VN1R69P"	39.32	562
"36550"	"VN1R6P"	48.73	907
"36551"	"VN1R70P"	42.74	847
"36552"	"VN1R71P"	43.99	823
"36553"	"VN1R74P"	40.95	503
"36554"	"VN1R76P"	42.11	456
"36555"	"VN1R78P"	38.65	564
"36556"	"VN1R79P"	39.18	513
"36557"	"VN1R7P"	45.29	903
"36558"	"VN1R80P"	40.83	338
"36559"	"VN1R81P"	39.25	372
"36560"	"VN1R82P"	39.33	356
"36561"	"VN1R83P"	35.96	445
"36562"	"VN1R84P"	41.28	235
"36563"	"VN1R85P"	40.14	426
"36564"	"VN1R87P"	34.09	487
"36565"	"VN1R88P"	40.41	292
"36566"	"VN1R8P"	43.11	893
"36567"	"VN1R90P"	36.09	726
"36568"	"VN1R91P"	36.69	169
"36569"	"VN1R92P"	36.75	928
"36570"	"VN1R93P"	33.7	540
"36571"	"VN1R96P"	41.26	858
"36572"	"VN1R9P"	45.78	867
"36573"	"VN2R10P"	48.53	853
"36574"	"VN2R17P"	51.8	832
"36575"	"VN2R19P"	50.52	1052
"36576"	"VN2R1P"	39.93	1743
"36577"	"VN2R3P"	40.83	1412
"36578"	"VN2R9P"	55.09	953
"36579"	"VNN1"	38.11	3853
"36580"	"VNN2"	39.35	1121.5625
"36581"	"VNN3"	37.34	1418.9375
"36582"	"VOPP1"	46.42	1142.70588235294
"36583"	"VPREB1"	58.83	635
"36584"	"VPREB3"	56.21	535
"36585"	"VPS11"	48.94	1897
"36586"	"VPS13A"	35.88	4561.61538461538
"36587"	"VPS13A-AS1"	65.1	701
"36588"	"VPS13B"	36.65	3749.75
"36589"	"VPS13B-DT"	38.57	1694
"36590"	"VPS13C"	34.88	6242.66666666667
"36591"	"VPS13D"	42.34	3933.8
"36592"	"VPS16"	48.8	1365.125
"36593"	"VPS18"	53.56	1932.66666666667
"36594"	"VPS25"	49.23	763.166666666667
"36595"	"VPS25P1"	50.39	508
"36596"	"VPS26A"	39.83	1571.22222222222
"36597"	"VPS26AP1"	35.34	979
"36598"	"VPS26B"	48.36	1473
"36599"	"VPS26BP1"	34.97	755
"36600"	"VPS26C"	44.22	1627.07692307692
"36601"	"VPS28"	63.24	1193.5
"36602"	"VPS29"	40.66	905.166666666667
"36603"	"VPS33A"	44.61	1859.88888888889
"36604"	"VPS33B"	46.83	1476
"36605"	"VPS33B-DT"	47.04	1212.75
"36606"	"VPS35"	38.86	1792.41666666667
"36607"	"VPS35L"	45.1	1521.73913043478
"36608"	"VPS35P1"	36.65	1518
"36609"	"VPS36"	39.35	2054.55555555556
"36610"	"VPS37A"	36.9	1463.27272727273
"36611"	"VPS37B"	47.13	1782.5
"36612"	"VPS37C"	49.88	1239.75
"36613"	"VPS37D"	64.08	1460.5
"36614"	"VPS39"	42.61	1462
"36615"	"VPS41"	38.35	1138.92857142857
"36616"	"VPS45"	39.17	1526.36842105263
"36617"	"VPS4A"	54.5	1884.75
"36618"	"VPS4B"	39.19	1426.28571428571
"36619"	"VPS50"	34.82	1706.47619047619
"36620"	"VPS51"	50.69	974.117647058824
"36621"	"VPS52"	45.8338333333333	1321.91666666667
"36622"	"VPS53"	45.86	1916.3
"36623"	"VPS54"	37.1	3483.25
"36624"	"VPS72"	46.35	886.833333333333
"36625"	"VPS8"	38.45	1327.67857142857
"36626"	"VPS9D1"	59.41	1199.28571428571
"36627"	"VPS9D1-AS1"	56.56	1342
"36628"	"VRK1"	38.97	746.285714285714
"36629"	"VRK2"	35.24	1690
"36630"	"VRK3"	50.86	1250
"36631"	"VRTN"	46.86	1964.5
"36632"	"VSIG1"	39.1	1572.6
"36633"	"VSIG10"	47.55	1028.07692307692
"36634"	"VSIG10L"	54.85	2847
"36635"	"VSIG10L2"	54.11	2127.33333333333
"36636"	"VSIG2"	53.76	1177
"36637"	"VSIG4"	40.15	1716.4
"36638"	"VSIG8"	56.31	1818
"36639"	"VSIR"	53.86	2087.33333333333
"36640"	"VSNL1"	41.81	1307.33333333333
"36641"	"VSTM1"	46.3488888888889	805.888888888889
"36642"	"VSTM2A"	39.92	1627.75
"36643"	"VSTM2A-OT1"	35.79	3031
"36644"	"VSTM2B"	51.2	1488
"36645"	"VSTM2L"	54.01	1141
"36646"	"VSTM4"	44.89	3081
"36647"	"VSTM5"	46.26	1614
"36648"	"VSX1"	46.78	1379.71428571429
"36649"	"VSX2"	53.79	3018
"36650"	"VTA1"	35.53	3050.4
"36651"	"VTA1P1"	44.53	866
"36652"	"VTA1P2"	36.88	911
"36653"	"VTCN1"	42.41	1727.42857142857
"36654"	"VTI1A"	39.1	1402.66666666667
"36655"	"VTI1B"	42.96	1446.33333333333
"36656"	"VTI1BP1"	49.29	700
"36657"	"VTI1BP2"	50.43	696
"36658"	"VTI1BP3"	48.9	636
"36659"	"VTI1BP4"	50.17	527
"36660"	"VTN"	59.64	912
"36661"	"VTRNA1-1"	52.53	99
"36662"	"VTRNA1-2"	55.06	89
"36663"	"VTRNA1-3"	60.67	89
"36664"	"VTRNA2-1"	50.78	128
"36665"	"VTRNA2-2P"	48.54	103
"36666"	"VTRNA3-1P"	53.92	102
"36667"	"VWA1"	66.36	1979
"36668"	"VWA2"	48.24	3773.66666666667
"36669"	"VWA3A"	46.72	1792.5
"36670"	"VWA3B"	41.92	1953.80952380952
"36671"	"VWA5A"	39.28	2465.16666666667
"36672"	"VWA5B1"	50.36	2900
"36673"	"VWA5B2"	58.09	2328.83333333333
"36674"	"VWA7"	54.47	1420.3
"36675"	"VWA8"	37.16	2901
"36676"	"VWA8-AS1"	41.24	1276.5
"36677"	"VWA8P1"	44.89	176
"36678"	"VWC2"	39.85	11322
"36679"	"VWC2L"	37.47	3639.33333333333
"36680"	"VWC2L-IT1"	37.92	467
"36681"	"VWCE"	51.52	1828.75
"36682"	"VWDE"	33.94	2935.25
"36683"	"VWF"	46.59	1605.66666666667
"36684"	"VWFP1"	48.9	2907
"36685"	"VXN"	45.83	1449.3
"36686"	"WAC"	37.79	1781.08695652174
"36687"	"WAC-AS1"	44.08	2376.33333333333
"36688"	"WAKMAR2"	41.13	1134.85714285714
"36689"	"WAPL"	39.86	4016.83333333333
"36690"	"WARS1"	46.89	907.302325581395
"36691"	"WARS1P1"	45.99	454
"36692"	"WARS2"	38.1	1567.8
"36693"	"WARS2-AS1"	40.62	1859.33333333333
"36694"	"WARS2-IT1"	39.76	2060
"36695"	"WARS2P1"	45.44	537
"36696"	"WAS"	50.82	781.285714285714
"36697"	"WASF1"	36.65	1844.5
"36698"	"WASF1P1"	48.36	1131
"36699"	"WASF2"	44.01	3382
"36700"	"WASF3"	39.78	2941
"36701"	"WASF3-AS1"	40.76	600.111111111111
"36702"	"WASF4P"	52.41	1494
"36703"	"WASF5P"	49.5175	1453.5
"36704"	"WASH2P"	56.48	2242
"36705"	"WASH3P"	54.04	1061.71428571429
"36706"	"WASH4P"	60.17	1246
"36707"	"WASH5P"	52.06	953.8
"36708"	"WASH6P"	59.75	1517.66666666667
"36709"	"WASH7P"	54.43	1351
"36710"	"WASH8P"	54.315	1817
"36711"	"WASH9P"	56.54	1397
"36712"	"WASHC1"	45.88	1214.5
"36713"	"WASHC2A"	42.59	3045.44444444444
"36714"	"WASHC2C"	42.53	3069
"36715"	"WASHC3"	36.34	747.307692307692
"36716"	"WASHC4"	35.27	1674.85714285714
"36717"	"WASHC5"	40.13	1441
"36718"	"WASHC5-AS1"	39.69	587
"36719"	"WASIR1"	53.05	1054
"36720"	"WASIR2"	53.03	1054
"36721"	"WASL"	35.41	4363
"36722"	"WBP1"	55.98	956.428571428571
"36723"	"WBP11"	37.11	1396
"36724"	"WBP11P1"	44.62	2451.5
"36725"	"WBP1L"	47.4	3086
"36726"	"WBP1LP1"	55.7	895
"36727"	"WBP1LP10"	50.55	364
"36728"	"WBP1LP11"	47.87	328
"36729"	"WBP1LP12"	47.43	331
"36730"	"WBP1LP2"	56.01	998
"36731"	"WBP1LP3"	52.4	208
"36732"	"WBP1LP4"	49.42	344
"36733"	"WBP1LP5"	49.03	414
"36734"	"WBP1LP6"	51.18	424
"36735"	"WBP1LP7"	50.96	363
"36736"	"WBP1LP8"	47.71	327
"36737"	"WBP2"	55.06	1230.52631578947
"36738"	"WBP2NL"	42.11	1286.2
"36739"	"WBP2P1"	56.81	771
"36740"	"WBP4"	38.67	2388
"36741"	"WDCP"	43.29	2703.33333333333
"36742"	"WDFY1"	42.71	1235
"36743"	"WDFY2"	39.68	5565.33333333333
"36744"	"WDFY3"	36.88	2134.41666666667
"36745"	"WDFY3-AS1"	35.45	644
"36746"	"WDFY3-AS2"	38.3	2895.65384615385
"36747"	"WDFY4"	45.39	3441
"36748"	"WDHD1"	39.43	2710.6
"36749"	"WDPCP"	37.72	1916.23529411765
"36750"	"WDR1"	54.98	1303.11111111111
"36751"	"WDR11"	36.77	1722.3125
"36752"	"WDR11-AS1"	43.04	1738.4
"36753"	"WDR12"	39.21	1434
"36754"	"WDR13"	51.72	1467
"36755"	"WDR17"	34.28	2514.125
"36756"	"WDR18"	62.29	1060.18181818182
"36757"	"WDR19"	39.28	1376.55555555556
"36758"	"WDR20"	45.46	1400.4
"36759"	"WDR24"	63.87	2516.5
"36760"	"WDR25"	46.07	1315.72727272727
"36761"	"WDR26"	38.39	2554.2
"36762"	"WDR27"	42.01	2240.84210526316
"36763"	"WDR3"	36.95	3112.75
"36764"	"WDR31"	43.39	2998.83333333333
"36765"	"WDR33"	41.82	3514.6
"36766"	"WDR34"	53.82	965.5
"36767"	"WDR35"	36.9	3721
"36768"	"WDR36"	33.98	3337
"36769"	"WDR37"	45.48	2651.71428571429
"36770"	"WDR38"	57.87	1281.66666666667
"36771"	"WDR4"	53.71	1432.57142857143
"36772"	"WDR41"	37.31	895.740740740741
"36773"	"WDR43"	39.27	1071.16666666667
"36774"	"WDR44"	39.07	3181
"36775"	"WDR45"	49.75	920.909090909091
"36776"	"WDR45B"	49.34	1071.1
"36777"	"WDR45BP1"	46.26	1029
"36778"	"WDR45P1"	53.79	1082
"36779"	"WDR46"	51.9138461538462	917.666666666667
"36780"	"WDR47"	41.17	2558.11111111111
"36781"	"WDR48"	39.95	1861.5
"36782"	"WDR49"	36.51	1565.3
"36783"	"WDR5"	55.32	1477.66666666667
"36784"	"WDR53"	43.07	952
"36785"	"WDR54"	54.68	1028.5
"36786"	"WDR55"	53.17	3003.6
"36787"	"WDR59"	44.73	960.909090909091
"36788"	"WDR5B"	39.93	4217
"36789"	"WDR6"	56.28	1716.82608695652
"36790"	"WDR60"	46.03	2647.4
"36791"	"WDR61"	43.3	1076.1875
"36792"	"WDR62"	51.45	2913.375
"36793"	"WDR63"	39.43	2209.16666666667
"36794"	"WDR64"	38.51	1830.875
"36795"	"WDR66"	46.46	2481.33333333333
"36796"	"WDR7"	36.37	2553.15384615385
"36797"	"WDR7-OT1"	42.24	565
"36798"	"WDR70"	38.99	1784.14285714286
"36799"	"WDR72"	36.62	4500.875
"36800"	"WDR73"	48.66	1537.95
"36801"	"WDR74"	51.65	917.058823529412
"36802"	"WDR75"	37.02	1693.14285714286
"36803"	"WDR76"	41.85	2125.75
"36804"	"WDR77"	44.39	1173
"36805"	"WDR78"	36.43	1384.58333333333
"36806"	"WDR81"	57.655	2072.82142857143
"36807"	"WDR82"	44.88	2445
"36808"	"WDR82P1"	46.96	939
"36809"	"WDR82P2"	46.01	928
"36810"	"WDR83"	55.03	966.545454545455
"36811"	"WDR83OS"	57.41	615
"36812"	"WDR86"	57.01	1449
"36813"	"WDR86-AS1"	60.18	591.25
"36814"	"WDR87"	46.97	6126.33333333333
"36815"	"WDR88"	48.81	1396
"36816"	"WDR89"	41.2	2147.75
"36817"	"WDR90"	64.6	1923.04166666667
"36818"	"WDR91"	47.38	1755.55555555556
"36819"	"WDR92"	39.84	1339.33333333333
"36820"	"WDR93"	42.98	1789.4
"36821"	"WDR95P"	44.84	1542
"36822"	"WDR97"	63.49	4484.16666666667
"36823"	"WDSUB1"	39.11	1755.8
"36824"	"WDTC1"	46.47	3574.6
"36825"	"WDYHV1"	44.83	1207.7
"36826"	"WEE1"	40.55	1957.375
"36827"	"WEE2"	39.7	1835.5
"36828"	"WEE2-AS1"	40	1470.5625
"36829"	"WFDC1"	49.84	2297.6
"36830"	"WFDC10A"	48.08	493
"36831"	"WFDC10B"	41.5	552.5
"36832"	"WFDC11"	39.66	606
"36833"	"WFDC12"	53.22	775
"36834"	"WFDC13"	43.89	1350
"36835"	"WFDC2"	46.72	565.571428571429
"36836"	"WFDC21P"	44.05	499.222222222222
"36837"	"WFDC3"	45.6	694.384615384615
"36838"	"WFDC5"	51.91	1026
"36839"	"WFDC6"	44.68	507
"36840"	"WFDC8"	40.56	1168.5
"36841"	"WFDC9"	39.36	675
"36842"	"WFIKKN1"	66.98	3427
"36843"	"WFIKKN2"	57.83	2805
"36844"	"WFS1"	57.04	2298.44444444444
"36845"	"WHAMM"	41.55	2889
"36846"	"WHAMMP2"	39.62	2867.66666666667
"36847"	"WHAMMP3"	39.83	2396.25
"36848"	"WHRN"	48.36	2162.22222222222
"36849"	"WHSC1L2P"	44.14	2123
"36850"	"WIF1"	38.19	991.333333333333
"36851"	"WIPF1"	41.82	1348.11764705882
"36852"	"WIPF2"	45.56	2151.4
"36853"	"WIPF3"	42.58	3892.33333333333
"36854"	"WIPI1"	46.58	1105
"36855"	"WIPI2"	48.21	1607.85714285714
"36856"	"WIZ"	58.15	4263
"36857"	"WIZP1"	62.16	2299
"36858"	"WLS"	41.57	1069.57142857143
"36859"	"WNK1"	38.73	3171.19047619048
"36860"	"WNK2"	52.37	3108.75
"36861"	"WNK3"	40.03	6806.2
"36862"	"WNK4"	53.96	1846
"36863"	"WNT1"	62.64	1850
"36864"	"WNT10A"	55.99	929.75
"36865"	"WNT10B"	55.74	1246
"36866"	"WNT11"	57.84	900.75
"36867"	"WNT16"	38.61	2190
"36868"	"WNT2"	42.13	2182.6
"36869"	"WNT2B"	44.59	6362.25
"36870"	"WNT3"	53.81	1519.88888888889
"36871"	"WNT3A"	52.51	2996
"36872"	"WNT4"	57.71	1710
"36873"	"WNT5A"	48.49	2307.28571428571
"36874"	"WNT5A-AS1"	66.39	500
"36875"	"WNT5B"	47.53	1109.3
"36876"	"WNT6"	55.94	1063.5
"36877"	"WNT7A"	51.83	1641
"36878"	"WNT7B"	60.21	1934
"36879"	"WNT8A"	47.85	1490.25
"36880"	"WNT8B"	42.74	2144
"36881"	"WNT9A"	57.27	4005
"36882"	"WNT9B"	51.245	2123.66666666667
"36883"	"WRAP53"	50.13	1848.9
"36884"	"WRAP73"	55.25	1464.4
"36885"	"WRBP1"	47.6	334
"36886"	"WRN"	35.99	3041.16666666667
"36887"	"WRNIP1"	44.71	2788
"36888"	"WSB1"	39.73	1460.4375
"36889"	"WSB2"	46.42	1215.25
"36890"	"WSCD1"	50.83	2141.90909090909
"36891"	"WSCD2"	47.04	1451.61538461538
"36892"	"WSPAR"	46.01	683
"36893"	"WT1"	46.42	1847.77272727273
"36894"	"WT1-AS"	44.72	997.5
"36895"	"WTAP"	38.63	1866.875
"36896"	"WTAPP1"	39.43	939.8
"36897"	"WTIP"	54.89	7106
"36898"	"WWC1"	46.59	1767.875
"36899"	"WWC2"	39.32	3856.3
"36900"	"WWC2-AS1"	38.28	404
"36901"	"WWC2-AS2"	62.9	2183
"36902"	"WWC3"	46.21	3589
"36903"	"WWC3-AS1"	44.4	578
"36904"	"WWOX"	42.64	1036.38888888889
"36905"	"WWOX-AS1"	46.18	905.333333333333
"36906"	"WWP1"	37.52	1405.72727272727
"36907"	"WWP1P1"	39.98	2769
"36908"	"WWP2"	45.6	1480.05
"36909"	"WWTR1"	41.07	1327.16666666667
"36910"	"WWTR1-AS1"	53.28	935.75
"36911"	"WWTR1-IT1"	46.55	451
"36912"	"XAB2"	60.81	2123.5
"36913"	"XACT"	37.39	1528
"36914"	"XAF1"	44.21	987.368421052632
"36915"	"XAGE1A"	41.44	512
"36916"	"XAGE1B"	42.82	530.833333333333
"36917"	"XAGE2"	37.84	627
"36918"	"XAGE3"	37.99	500.5
"36919"	"XAGE5"	38.59	545.25
"36920"	"XBP1"	44.93	1568.85714285714
"36921"	"XBP1P1"	49.23	652
"36922"	"XCL1"	39.74	1227
"36923"	"XCL2"	42.17	562
"36924"	"XCR1"	44.75	2806.5
"36925"	"XDH"	42.92	2257
"36926"	"XG"	45.98	1251.16666666667
"36927"	"XGY1"	44.67	446
"36928"	"XIAP"	41.98	2698.45454545455
"36929"	"XIAP-AS1"	50.96	482
"36930"	"XIAPP1"	38.33	600
"36931"	"XIAPP2"	41.47	1852
"36932"	"XIAPP3"	38.99	795
"36933"	"XIRP1"	58.29	5032.33333333333
"36934"	"XIRP2"	36.19	7734.8
"36935"	"XIRP2-AS1"	37.54	776
"36936"	"XIST"	39.78	4727.78571428571
"36937"	"XK"	39.51	5174
"36938"	"XKR3"	35.87	1690
"36939"	"XKR4"	40.16	8337.66666666667
"36940"	"XKR5"	49.6766666666667	3905.33333333333
"36941"	"XKR6"	46.12	2442
"36942"	"XKR7"	51.79	7695
"36943"	"XKR8"	55.02	1247
"36944"	"XKR9"	37.87	1664.4
"36945"	"XKRX"	41.72	2552.5
"36946"	"XKRY"	35.29	1340.5
"36947"	"XKRY2"	35.3	1337
"36948"	"XKRYP1"	40.04	492
"36949"	"XKRYP2"	40.04	492
"36950"	"XKRYP3"	36.1	1116
"36951"	"XKRYP4"	42.24	483
"36952"	"XKRYP5"	42.24	483
"36953"	"XKRYP6"	36.09	1116
"36954"	"XPA"	38.79	1034
"36955"	"XPC"	45.2	1462.28571428571
"36956"	"XPNPEP1"	44.62	974.5
"36957"	"XPNPEP2"	49.75	2111.5
"36958"	"XPNPEP3"	41.48	2265.16666666667
"36959"	"XPO1"	40.9	1519.47826086957
"36960"	"XPO4"	38.5	5271.5
"36961"	"XPO5"	43.77	1358.81818181818
"36962"	"XPO6"	43.8	908.695652173913
"36963"	"XPO7"	39.92	1588.77777777778
"36964"	"XPOT"	39.72	1755.5
"36965"	"XPOTP1"	40.2	2398
"36966"	"XPR1"	36.94	2879.6
"36967"	"XRCC1"	50.94	1127.88888888889
"36968"	"XRCC2"	42.56	4749.5
"36969"	"XRCC3"	59.79	1333.66666666667
"36970"	"XRCC4"	35.2	1541.83333333333
"36971"	"XRCC5"	39.46	1498.66666666667
"36972"	"XRCC6"	46.22	1778.25
"36973"	"XRCC6P1"	46.19	1805
"36974"	"XRCC6P2"	47.04	1822
"36975"	"XRCC6P3"	46.08	1621
"36976"	"XRCC6P4"	45.28	2067
"36977"	"XRCC6P5"	45.01	1795
"36978"	"XRN1"	36.98	2225.57142857143
"36979"	"XRN2"	37.21	3408
"36980"	"XRRA1"	41.82	1726.73684210526
"36981"	"XXYLT1"	48.89	939.166666666667
"36982"	"XXYLT1-AS1"	57.07	431
"36983"	"XXYLT1-AS2"	45.41	603
"36984"	"XYLB"	44.83	2023.85714285714
"36985"	"XYLT1"	45.89	2941.5
"36986"	"XYLT2"	56.47	1812.57142857143
"36987"	"YAE1"	40.07	668
"36988"	"YAF2"	39.02	1400.52631578947
"36989"	"YAP1"	38.64	2867.63636363636
"36990"	"YAP1P1"	55.78	1393
"36991"	"YAP1P2"	53.28	610
"36992"	"YARS1"	46.35	1537.2
"36993"	"YARS2"	39.5	1309
"36994"	"YBEY"	53.09	836.625
"36995"	"YBX1"	40.63	1512.25
"36996"	"YBX1P1"	56.04	960
"36997"	"YBX1P10"	56.41	975
"36998"	"YBX1P2"	55.76	999
"36999"	"YBX1P3"	51.27	909
"37000"	"YBX1P4"	64.98	808
"37001"	"YBX1P5"	61.28	847
"37002"	"YBX1P6"	54.96	1002
"37003"	"YBX1P7"	54.95	535
"37004"	"YBX1P8"	51.22	943
"37005"	"YBX1P9"	53.17	679
"37006"	"YBX2"	58.02	1584.57142857143
"37007"	"YBX2P1"	64.47	760
"37008"	"YBX3"	39.08	1086.44444444444
"37009"	"YBX3P1"	59.63	1090
"37010"	"YDJC"	67.56	1386.14285714286
"37011"	"YEATS2"	42.59	2469.83333333333
"37012"	"YEATS2-AS1"	47.22	1329.5
"37013"	"YEATS4"	39.35	941.4
"37014"	"YES1"	40.01	2970.6
"37015"	"YES1P1"	42.44	1628
"37016"	"YIF1A"	58.83	738.666666666667
"37017"	"YIF1B"	56.12	1089.86666666667
"37018"	"YIPF1"	43.43	1210.71428571429
"37019"	"YIPF2"	58.8	942.416666666667
"37020"	"YIPF3"	52.41	930.4375
"37021"	"YIPF4"	41.21	3384.75
"37022"	"YIPF5"	35.8	1610.66666666667
"37023"	"YIPF6"	41.2	2440.57142857143
"37024"	"YIPF7"	36.7	790.4
"37025"	"YJEFN3"	59.04	1547.33333333333
"37026"	"YJU2"	52.79	1115.5
"37027"	"YKT6"	48.11	1318.85714285714
"37028"	"YLPM1"	39.69	3258
"37029"	"YME1L1"	38.36	2376.22222222222
"37030"	"YME1L1P1"	32.97	297
"37031"	"YOD1"	39.45	6278
"37032"	"YPEL1"	49.27	1636.75
"37033"	"YPEL2"	46.63	1825.83333333333
"37034"	"YPEL3"	58.41	958.75
"37035"	"YPEL4"	55.21	1639.77777777778
"37036"	"YPEL5"	41.9	1555.22222222222
"37037"	"YPEL5P1"	44.96	367
"37038"	"YPEL5P2"	46.8	359
"37039"	"YPEL5P3"	47.16	352
"37040"	"YRDC"	49.58	1848
"37041"	"YRDCP1"	53.34	643
"37042"	"YRDCP2"	53.43	642
"37043"	"YRDCP3"	50.21	480
"37044"	"YTHDC1"	35.4	2072.71428571429
"37045"	"YTHDC2"	34.67	2827.57142857143
"37046"	"YTHDF1"	49.23	1972.5
"37047"	"YTHDF1P1"	47.57	1646
"37048"	"YTHDF2"	43.57	1591.88888888889
"37049"	"YTHDF2P1"	48.54	1271
"37050"	"YTHDF3"	37.56	2297.5
"37051"	"YTHDF3-AS1"	55.29	718
"37052"	"YWHAB"	40.39	1924.5
"37053"	"YWHABP1"	51.58	727
"37054"	"YWHABP2"	43.2	713
"37055"	"YWHAE"	44.77	914.769230769231
"37056"	"YWHAEP1"	42.99	763
"37057"	"YWHAEP2"	40.18	112
"37058"	"YWHAEP3"	39.67	121
"37059"	"YWHAEP4"	42.93	198
"37060"	"YWHAEP5"	43.4	765
"37061"	"YWHAEP7"	43.585	1135.33333333333
"37062"	"YWHAG"	44.52	3705
"37063"	"YWHAH"	44.89	1225.16666666667
"37064"	"YWHAQ"	40.32	1226.2
"37065"	"YWHAQP5"	48.77	1382
"37066"	"YWHAQP6"	53.29	304
"37067"	"YWHAQP7"	39.36	658
"37068"	"YWHAQP9"	44.95	512
"37069"	"YWHAZ"	40.87	1560.86956521739
"37070"	"YWHAZP1"	39.2	722
"37071"	"YWHAZP2"	42.45	728
"37072"	"YWHAZP3"	44.17	738
"37073"	"YWHAZP4"	46.71	708
"37074"	"YWHAZP5"	42.33	730
"37075"	"YWHAZP6"	43.09	738
"37076"	"YWHAZP7"	40.73	631
"37077"	"YWHAZP8"	38.03	731
"37078"	"YY1"	45.56	1886.42857142857
"37079"	"YY1AP1"	44.63	1981.56
"37080"	"YY1P1"	46.97	668
"37081"	"YY1P2"	51.16	948
"37082"	"YY2"	45.82	2754
"37083"	"ZACN"	60.02	1441.5
"37084"	"ZACNP1"	55.28	710
"37085"	"ZADH2"	46.3	2978.5
"37086"	"ZAN"	52.68	8587.375
"37087"	"ZAP70"	55.1	1527.375
"37088"	"ZAR1"	53.24	1460
"37089"	"ZAR1L"	42.82	1343.5
"37090"	"ZBBX"	36.38	1456.75
"37091"	"ZBED1"	49.62	3033.16666666667
"37092"	"ZBED1P1"	54.82	1930
"37093"	"ZBED2"	47.49	2214
"37094"	"ZBED3"	43.65	2369.33333333333
"37095"	"ZBED3-AS1"	41.06	1947.55555555556
"37096"	"ZBED4"	47.49	6893
"37097"	"ZBED5"	40.77	1716.2
"37098"	"ZBED5-AS1"	40.64	1148.55555555556
"37099"	"ZBED6"	40.71	10230
"37100"	"ZBED6CL"	52.8	2749
"37101"	"ZBED8"	39.83	2646
"37102"	"ZBED9"	39.6366666666667	2812.16666666667
"37103"	"ZBP1"	52.63	1475.88888888889
"37104"	"ZBTB1"	39.55	1519.5
"37105"	"ZBTB10"	38.89	6992.4
"37106"	"ZBTB11"	40.31	2773.66666666667
"37107"	"ZBTB11-AS1"	52.17	2743
"37108"	"ZBTB12"	64.485	1897.5
"37109"	"ZBTB12BP"	62.04	1122
"37110"	"ZBTB14"	49	1983.55555555556
"37111"	"ZBTB16"	47.46	2141.77777777778
"37112"	"ZBTB17"	51.22	1065.6875
"37113"	"ZBTB18"	44.35	3795.5
"37114"	"ZBTB2"	44.34	3103
"37115"	"ZBTB20"	36.07	2671.9
"37116"	"ZBTB20-AS1"	39.77	1459.27272727273
"37117"	"ZBTB20-AS2"	38.15	372
"37118"	"ZBTB20-AS3"	37.17	464
"37119"	"ZBTB20-AS4"	35.66	675
"37120"	"ZBTB20-AS5"	37.71	684
"37121"	"ZBTB21"	42.8	3496
"37122"	"ZBTB22"	59.45	1961.5
"37123"	"ZBTB24"	43.86	5519
"37124"	"ZBTB25"	42.25	3617.75
"37125"	"ZBTB26"	40	3251
"37126"	"ZBTB32"	52.47	1207.5
"37127"	"ZBTB33"	39.37	5232
"37128"	"ZBTB34"	43.23	6546
"37129"	"ZBTB37"	40.41	6272
"37130"	"ZBTB38"	42.29	1920.52173913043
"37131"	"ZBTB39"	50.24	6268
"37132"	"ZBTB4"	54.92	5908
"37133"	"ZBTB40"	42.31	5983.2
"37134"	"ZBTB40-IT1"	44.07	273
"37135"	"ZBTB41"	33.4	6128.5
"37136"	"ZBTB42"	64.61	2511.5
"37137"	"ZBTB43"	41.82	3677.8
"37138"	"ZBTB44"	39.22	4238.4
"37139"	"ZBTB44-DT"	43.92	799.8
"37140"	"ZBTB45"	53.64	1561.6
"37141"	"ZBTB45P1"	65.18	1456
"37142"	"ZBTB45P2"	65.51	1531
"37143"	"ZBTB46"	54.15	2669.5
"37144"	"ZBTB46-AS1"	55.11	533
"37145"	"ZBTB47"	61.24	3975
"37146"	"ZBTB48"	57.77	1430
"37147"	"ZBTB49"	43.97	1550.5
"37148"	"ZBTB5"	44.27	4690
"37149"	"ZBTB6"	36.77	4099
"37150"	"ZBTB7A"	61.71	4260
"37151"	"ZBTB7B"	60.41	2184.42857142857
"37152"	"ZBTB7C"	46.94	1225.73076923077
"37153"	"ZBTB8A"	43.45	4510
"37154"	"ZBTB8B"	45.12	12831
"37155"	"ZBTB8OS"	44.37	665.866666666667
